time;uUpper;iUpper;gpsErr;sensorErr;uLower;iLower;qLower;lastLink;timeLeft;userTimeLeft;yy;MM;dd;hh;mm;ss;msec;flags
1630,969;11975;207;0;0;0;249;2680;0;4176;0;18;9;11;6;42;1;50;50
1631,219;11975;208;0;0;0;250;2681;0;4176;0;18;9;11;6;42;1;50;50
1631,468;11974;201;0;0;0;250;2682;1;4176;0;18;9;11;6;42;1;50;50
1631,718;11975;200;0;0;0;244;2682;1;4176;0;18;9;11;6;42;1;50;50
1631,968;11976;209;0;0;0;244;2683;1;4176;0;18;9;11;6;42;1;50;50
1632,217;11976;204;0;0;0;248;2683;1;4176;0;18;9;11;6;42;1;50;50
1632,467;11974;200;0;0;0;252;2684;0;4176;0;18;9;11;6;42;3;0;0
1632,716;11976;207;0;0;0;250;2685;0;4176;0;18;9;11;6;42;3;0;0
1632,966;11976;209;0;0;0;250;2685;0;4176;0;18;9;11;6;42;3;0;0
1633,216;11974;199;0;0;0;254;2686;0;4176;0;18;9;11;6;42;3;0;0
1633,465;11975;202;0;0;0;250;2687;0;4174;0;18;9;11;6;42;4;0;0
1633,715;11975;206;0;0;0;246;2687;0;4174;0;18;9;11;6;42;4;0;0
1633,964;11976;203;0;0;0;248;2688;0;4174;0;18;9;11;6;42;4;0;0
1634,214;11974;198;0;0;0;255;2688;0;4174;0;18;9;11;6;42;4;0;0
1634,464;11976;207;0;0;0;250;2689;1;4174;0;18;9;11;6;42;4;0;0
1634,713;11976;207;0;0;0;253;2690;0;4174;0;18;9;11;6;42;5;25;25
1634,963;11974;200;0;0;0;240;2690;0;4174;0;18;9;11;6;42;5;25;25
1635,212;11974;202;0;0;0;250;2691;0;4174;0;18;9;11;6;42;5;25;25
1635,462;11976;208;0;0;0;249;2691;0;4174;0;18;9;11;6;42;5;25;25
1635,712;11976;206;0;0;0;248;2692;1;4174;0;18;9;11;6;42;5;25;25
1635,961;11974;200;0;0;0;251;2693;1;4173;0;18;9;11;6;42;6;50;50
1636,211;11976;207;0;0;0;244;2693;1;4173;0;18;9;11;6;42;6;50;50
1636,46;11975;207;0;0;0;247;2694;1;4173;0;18;9;11;6;42;6;50;50
1636,71;11974;200;0;0;0;239;2695;2;4173;0;18;9;11;6;42;6;50;50
1636,96;11975;201;0;0;0;244;2695;0;4173;0;18;9;11;6;42;7;25;25
1637,209;11975;206;0;0;0;249;2696;0;4173;0;18;9;11;6;42;7;25;25
1637,459;11975;199;0;0;0;244;2696;0;4173;0;18;9;11;6;42;7;25;25
1637,708;11975;200;0;0;0;245;2697;0;4173;0;18;9;11;6;42;7;25;25
1637,958;11975;207;0;0;0;243;2698;1;4173;0;18;9;11;6;42;7;25;25
1638,208;11976;207;0;0;0;255;2698;1;4173;0;18;9;11;6;42;7;25;25
1638,457;11974;199;0;0;0;255;2699;1;4172;0;18;9;11;6;42;9;0;0
1638,707;11974;200;0;0;0;252;2700;1;4172;0;18;9;11;6;42;9;0;0
1638,956;11975;206;0;0;0;254;2700;2;4172;0;18;9;11;6;42;9;0;0
1639,206;11975;200;0;0;0;261;2701;0;4172;0;18;9;11;6;42;9;50;50
1639,456;11975;199;0;0;0;253;2701;0;4172;0;18;9;11;6;42;9;50;50
1639,705;11976;206;0;0;0;249;2702;0;4172;0;18;9;11;6;42;9;50;50
1639,955;11976;207;0;0;0;251;2703;0;4172;0;18;9;11;6;42;9;50;50
1640,204;11974;199;0;0;0;247;2703;1;4172;0;18;9;11;6;42;9;50;50
1640,454;11974;202;0;0;0;243;2704;1;4172;0;18;9;11;6;42;9;50;50
1640,704;11976;205;0;0;0;251;2705;1;4172;0;18;9;11;6;42;9;50;50
1640,953;11977;206;0;0;0;258;2705;1;4171;0;18;9;11;6;42;11;50;50
1641,203;11974;198;0;0;0;249;2706;0;4171;0;18;9;11;6;42;11;75;75
1641,452;11975;206;0;0;0;256;2706;0;4171;0;18;9;11;6;42;11;75;75
1641,702;11976;205;0;0;0;252;2707;0;4171;0;18;9;11;6;42;11;75;75
1641,952;11974;198;0;0;0;260;2708;0;4171;0;18;9;11;6;42;11;75;75
1642,201;11974;201;0;0;0;257;2708;1;4171;0;18;9;11;6;42;11;75;75
1642,451;11975;205;0;0;0;255;2709;1;4171;0;18;9;11;6;42;11;75;75
1642,7;11976;205;0;0;0;258;2710;1;4171;0;18;9;11;6;42;11;75;75
1642,95;11974;198;0;0;0;254;2710;1;4171;0;18;9;11;6;42;11;75;75
1643,2;11976;206;0;0;0;252;2711;2;4171;0;18;9;11;6;42;11;75;75
1643,449;11976;206;0;0;0;257;2712;0;4170;0;18;9;11;6;42;14;0;0
1643,699;11974;198;0;0;0;259;2712;0;4170;0;18;9;11;6;42;14;0;0
1643,948;11974;201;0;0;0;257;2713;0;4170;0;18;9;11;6;42;14;0;0
1644,198;11976;206;0;0;0;251;2714;0;4170;0;18;9;11;6;42;14;0;0
1644,448;11975;199;0;0;0;247;2714;1;4170;0;18;9;11;6;42;14;0;0
1644,697;11974;197;0;0;0;252;2715;1;4170;0;18;9;11;6;42;14;0;0
1644,947;11976;206;0;0;0;246;2715;1;4170;0;18;9;11;6;42;14;0;0
1645,196;11976;206;0;0;0;256;2716;1;4170;0;18;9;11;6;42;14;0;0
1645,446;11974;198;0;0;0;248;2717;2;4170;0;18;9;11;6;42;14;0;0
1645,696;11974;197;0;0;0;249;2717;0;4170;0;18;9;11;6;42;16;0;0
1645,945;11976;203;0;0;0;247;2718;0;4168;0;18;9;11;6;42;16;50;50
1646,195;11975;198;0;0;0;247;2719;0;4168;0;18;9;11;6;42;16;50;50
1646,444;11974;198;0;0;0;245;2719;0;4168;0;18;9;11;6;42;16;50;50
1646,694;11976;204;0;0;0;244;2720;1;4168;0;18;9;11;6;42;16;50;50
1646,944;11976;205;0;0;0;243;2720;1;4168;0;18;9;11;6;42;16;50;50
1647,193;11974;197;0;0;0;248;2721;1;4168;0;18;9;11;6;42;16;50;50
1647,443;11974;201;0;0;0;257;2722;1;4168;0;18;9;11;6;42;16;50;50
1647,692;11975;202;0;0;0;248;2722;2;4168;0;18;9;11;6;42;16;50;50
1647,942;11976;199;0;0;0;249;2723;0;4168;0;18;9;11;6;42;18;25;25
1648,192;11974;198;0;0;0;244;2724;0;4168;0;18;9;11;6;42;18;25;25
1648,441;11976;205;0;0;0;238;2724;0;4167;0;18;9;11;6;42;19;0;0
1648,691;11976;204;0;0;0;247;2725;0;4167;0;18;9;11;6;42;19;0;0
1648,94;11974;197;0;0;0;243;2725;1;4167;0;18;9;11;6;42;19;0;0
1649,19;11974;199;0;0;0;239;2726;1;4167;0;18;9;11;6;42;19;0;0
1649,44;11976;203;0;0;0;239;2727;1;4167;0;18;9;11;6;42;19;0;0
1649,689;11976;204;0;0;0;240;2727;1;4167;0;18;9;11;6;42;19;0;0
1649,939;11974;197;0;0;0;240;2728;0;4167;0;18;9;11;6;42;20;50;50
1650,188;11975;201;0;0;0;234;2728;0;4167;0;18;9;11;6;42;20;50;50
1650,438;11976;204;0;0;0;240;2729;0;4167;0;18;9;11;6;42;20;50;50
1650,688;11975;196;0;0;0;248;2730;0;4167;0;18;9;11;6;42;20;50;50
1650,937;11974;199;0;0;0;244;2730;1;4166;0;18;9;11;6;42;21;50;50
1651,187;11975;203;0;0;0;238;2731;1;4166;0;18;9;11;6;42;21;50;50
1651,436;11976;197;0;0;0;237;2731;1;4166;0;18;9;11;6;42;21;50;50
1651,686;11974;196;0;0;0;240;2732;1;4166;0;18;9;11;6;42;21;50;50
1651,936;11975;204;0;0;0;241;2733;2;4166;0;18;9;11;6;42;21;50;50
1652,185;11976;204;0;0;0;239;2733;2;4166;0;18;9;11;6;42;21;50;50
1652,435;11974;197;0;0;0;244;2734;2;4166;0;18;9;11;6;42;21;50;50
1652,684;11975;196;0;0;0;228;2734;2;4166;0;18;9;11;6;42;21;50;50
1652,934;11976;203;0;0;0;239;2735;3;4166;0;18;9;11;6;42;21;50;50
1653,184;11976;197;0;0;0;236;2736;3;4166;0;18;9;11;6;42;21;50;50
1653,433;11974;196;0;0;0;247;2736;3;4165;0;18;9;11;6;42;24;0;0
1653,683;11976;203;0;0;0;238;2737;3;4165;0;18;9;11;6;42;24;0;0
1653,932;11976;203;0;0;0;241;2737;4;4165;0;18;9;11;6;42;24;0;0
1654,182;11975;196;0;0;0;231;2738;4;4165;0;18;9;11;6;42;24;0;0
1654,432;11973;196;0;0;0;244;2739;0;4165;0;18;9;11;6;42;24;75;75
1654,681;11976;202;0;0;0;235;2739;0;4165;0;18;9;11;6;42;24;75;75
1654,931;11976;197;0;0;0;234;2740;0;4165;0;18;9;11;6;42;24;75;75
1655,18;11973;198;0;0;0;233;2740;0;4165;0;18;9;11;6;42;24;75;75
1655,43;11976;204;0;0;0;239;2741;1;4165;0;18;9;11;6;42;24;75;75
1655,68;11976;202;0;0;0;231;2742;1;4165;0;18;9;11;6;42;24;75;75
1655,929;11974;195;0;0;0;242;2742;1;4165;0;18;9;11;6;42;26;50;50
1656,179;11974;199;0;0;0;234;2743;0;4165;0;18;9;11;6;42;26;50;50
1656,428;11976;204;0;0;0;240;2743;0;4165;0;18;9;11;6;42;27;0;0
1656,678;11976;202;0;0;0;242;2744;0;4165;0;18;9;11;6;42;27;0;0
1656,928;11974;196;0;0;0;246;2745;0;4165;0;18;9;11;6;42;27;0;0
1657,177;11976;202;0;0;0;239;2745;0;4165;0;18;9;11;6;42;27;0;0
1657,427;11976;202;0;0;0;251;2746;1;4165;0;18;9;11;6;42;27;0;0
1657,676;11975;195;0;0;0;243;2746;1;4165;0;18;9;11;6;42;27;0;0
1657,926;11974;199;0;0;0;245;2747;1;4165;0;18;9;11;6;42;27;0;0
1658,176;11976;202;0;0;0;250;2748;1;4165;0;18;9;11;6;42;27;0;0
1658,425;11975;195;0;0;0;250;2748;2;4164;0;18;9;11;6;42;29;0;0
1658,675;11975;194;0;0;0;243;2749;0;4164;0;18;9;11;6;42;29;25;25
1658,924;11976;202;0;0;0;240;2749;0;4164;0;18;9;11;6;42;29;25;25
1659,174;11976;202;0;0;0;252;2750;0;4164;0;18;9;11;6;42;29;25;25
1659,424;11974;194;0;0;0;245;2751;0;4164;0;18;9;11;6;42;29;25;25
1659,673;11975;194;0;0;0;255;2751;1;4164;0;18;9;11;6;42;29;25;25
1659,923;11976;203;0;0;0;250;2752;1;4164;0;18;9;11;6;42;29;25;25
1660,172;11975;195;0;0;0;251;2753;1;4164;0;18;9;11;6;42;29;25;25
1660,422;11974;192;0;0;0;252;2753;1;4164;0;18;9;11;6;42;29;25;25
1660,672;11976;201;0;0;0;251;2754;2;4164;0;18;9;11;6;42;29;25;25
1660,921;11975;201;0;0;0;241;2754;2;4163;0;18;9;11;6;42;31;50;50
1661,171;11974;194;0;0;0;254;2755;2;4163;0;18;9;11;6;42;31;50;50
1661,42;11974;197;0;0;0;255;2756;2;4163;0;18;9;11;6;42;31;50;50
1661,67;11976;201;0;0;0;255;2756;0;4163;0;18;9;11;6;42;32;25;25
1661,92;11975;193;0;0;0;253;2757;0;4163;0;18;9;11;6;42;32;25;25
1662,169;11975;194;0;0;0;254;2758;0;4163;0;18;9;11;6;42;32;25;25
1662,419;11975;201;0;0;0;242;2758;0;4163;0;18;9;11;6;42;32;25;25
1662,668;11976;202;0;0;0;254;2759;1;4163;0;18;9;11;6;42;32;25;25
1662,918;11974;194;0;0;0;248;2759;1;4163;0;18;9;11;6;42;32;25;25
1663,168;11974;198;0;0;0;239;2760;0;4163;0;18;9;11;6;42;33;50;50
1663,417;11975;201;0;0;0;243;2761;0;4161;0;18;9;11;6;42;34;0;0
1663,667;11976;200;0;0;0;251;2761;0;4161;0;18;9;11;6;42;34;0;0
1663,916;11974;194;0;0;0;256;2762;0;4161;0;18;9;11;6;42;34;0;0
1664,166;11975;199;0;0;0;260;2763;1;4161;0;18;9;11;6;42;34;0;0
1664,416;11976;200;0;0;0;265;2763;1;4161;0;18;9;11;6;42;34;0;0
1664,665;11975;194;0;0;0;249;2764;1;4161;0;18;9;11;6;42;34;0;0
1664,915;11974;198;0;0;0;251;2764;1;4161;0;18;9;11;6;42;34;0;0
1665,164;11976;202;0;0;0;255;2765;0;4161;0;18;9;11;6;42;35;75;75
1665,414;11975;194;0;0;0;258;2766;0;4161;0;18;9;11;6;42;35;75;75
1665,664;11975;193;0;0;0;258;2766;0;4161;0;18;9;11;6;42;35;75;75
1665,913;11976;201;0;0;0;252;2767;0;4160;0;18;9;11;6;42;36;50;50
1666,163;11976;201;0;0;0;252;2768;1;4160;0;18;9;11;6;42;36;50;50
1666,412;11975;193;0;0;0;252;2768;1;4160;0;18;9;11;6;42;36;50;50
1666,662;11974;194;0;0;0;247;2769;1;4160;0;18;9;11;6;42;36;50;50
1666,912;11976;200;0;0;0;252;2769;1;4160;0;18;9;11;6;42;36;50;50
1667,161;11975;193;0;0;0;241;2770;2;4160;0;18;9;11;6;42;36;50;50
1667,411;11974;193;0;0;0;250;2771;0;4160;0;18;9;11;6;42;38;0;0
1667,66;11976;200;0;0;0;242;2771;0;4160;0;18;9;11;6;42;38;0;0
1667,91;11976;199;0;0;0;242;2772;0;4160;0;18;9;11;6;42;38;0;0
1668,16;11976;200;0;0;0;249;2773;0;4160;0;18;9;11;6;42;38;0;0
1668,409;11973;195;0;0;0;250;2773;1;4159;0;18;9;11;6;42;39;0;0
1668,659;11976;199;0;0;0;253;2774;1;4159;0;18;9;11;6;42;39;0;0
1668,908;11974;195;0;0;0;248;2774;1;4159;0;18;9;11;6;42;39;0;0
1669,158;11974;192;0;0;0;242;2775;1;4159;0;18;9;11;6;42;39;0;0
1669,408;11976;198;0;0;0;244;2776;2;4159;0;18;9;11;6;42;39;0;0
1669,657;11976;199;0;0;0;241;2776;0;4159;0;18;9;11;6;42;40;0;0
1669,907;11975;192;0;0;0;236;2777;0;4159;0;18;9;11;6;42;40;0;0
1670,156;11975;200;0;0;0;237;2777;0;4159;0;18;9;11;6;42;40;0;0
1670,406;11976;200;0;0;0;233;2778;0;4159;0;18;9;11;6;42;40;0;0
1670,656;11976;198;0;0;0;235;2779;1;4159;0;18;9;11;6;42;40;0;0
1670,905;11975;192;0;0;0;236;2779;1;4158;0;18;9;11;6;42;41;50;50
1671,155;11976;200;0;0;0;249;2780;1;4158;0;18;9;11;6;42;41;50;50
1671,404;11976;199;0;0;0;233;2780;1;4158;0;18;9;11;6;42;41;50;50
1671,654;11974;190;0;0;0;243;2781;2;4158;0;18;9;11;6;42;41;50;50
1671,904;11974;198;0;0;0;239;2782;0;4158;0;18;9;11;6;42;42;25;25
1672,153;11976;199;0;0;0;237;2782;0;4158;0;18;9;11;6;42;42;25;25
1672,403;11975;192;0;0;0;236;2783;0;4158;0;18;9;11;6;42;42;25;25
1672,652;11974;189;0;0;0;231;2783;0;4158;0;18;9;11;6;42;42;25;25
1672,902;11976;199;0;0;0;237;2784;1;4158;0;18;9;11;6;42;42;25;25
1673,152;11976;199;0;0;0;231;2785;1;4158;0;18;9;11;6;42;42;25;25
1673,401;11975;192;0;0;0;247;2785;1;4158;0;18;9;11;6;42;44;0;0
1673,651;11975;191;0;0;0;239;2786;1;4158;0;18;9;11;6;42;44;0;0
1673,9;11976;198;0;0;0;244;2786;0;4158;0;18;9;11;6;42;44;50;50
1674,15;11975;192;0;0;0;248;2787;0;4158;0;18;9;11;6;42;44;50;50
1674,4;11975;192;0;0;0;230;2788;0;4158;0;18;9;11;6;42;44;50;50
1674,649;11976;199;0;0;0;229;2788;0;4158;0;18;9;11;6;42;44;50;50
1674,899;11976;199;0;0;0;234;2789;1;4158;0;18;9;11;6;42;44;50;50
1675,148;11974;191;0;0;0;248;2789;1;4158;0;18;9;11;6;42;44;50;50
1675,398;11976;198;0;0;0;242;2790;1;4158;0;18;9;11;6;42;44;50;50
1675,648;11976;198;0;0;0;252;2791;1;4158;0;18;9;11;6;42;44;50;50
1675,897;11974;189;0;0;0;244;2791;2;4157;0;18;9;11;6;42;46;50;50
1676,147;11975;190;0;0;0;244;2792;0;4157;0;18;9;11;6;42;46;75;75
1676,396;11976;198;0;0;0;250;2792;0;4157;0;18;9;11;6;42;46;75;75
1676,646;11977;198;0;0;0;244;2793;0;4157;0;18;9;11;6;42;46;75;75
1676,896;11975;191;0;0;0;245;2794;0;4157;0;18;9;11;6;42;46;75;75
1677,145;11975;197;0;0;0;244;2794;1;4157;0;18;9;11;6;42;46;75;75
1677,395;11976;198;0;0;0;238;2795;1;4157;0;18;9;11;6;42;46;75;75
1677,644;11975;190;0;0;0;245;2795;1;4157;0;18;9;11;6;42;46;75;75
1677,894;11974;191;0;0;0;250;2796;1;4157;0;18;9;11;6;42;46;75;75
1678,144;11976;198;0;0;0;237;2797;2;4157;0;18;9;11;6;42;46;75;75
1678,393;11976;198;0;0;0;240;2797;0;4155;0;18;9;11;6;42;49;0;0
1678,643;11975;190;0;0;0;244;2798;0;4155;0;18;9;11;6;42;49;0;0
1678,892;11976;197;0;0;0;238;2799;0;4155;0;18;9;11;6;42;49;0;0
1679,142;11976;197;0;0;0;238;2799;0;4155;0;18;9;11;6;42;49;0;0
1679,392;11975;190;0;0;0;237;2800;1;4155;0;18;9;11;6;42;49;0;0
1679,641;11975;190;0;0;0;243;2800;1;4155;0;18;9;11;6;42;49;0;0
1679,891;11976;197;0;0;0;239;2801;1;4155;0;18;9;11;6;42;49;0;0
1680,14;11976;198;0;0;0;236;2802;1;4155;0;18;9;11;6;42;49;0;0
1680,39;11974;190;0;0;0;233;2802;2;4155;0;18;9;11;6;42;49;0;0
1680,64;11975;190;0;0;0;228;2803;0;4155;0;18;9;11;6;42;51;0;0
1680,889;11976;197;0;0;0;238;2803;0;4154;0;18;9;11;6;42;51;50;50
1681,139;11975;190;0;0;0;242;2804;0;4154;0;18;9;11;6;42;51;50;50
1681,388;11974;188;0;0;0;244;2804;0;4154;0;18;9;11;6;42;51;50;50
1681,638;11976;197;0;0;0;252;2805;1;4154;0;18;9;11;6;42;51;50;50
1681,888;11976;196;0;0;0;245;2806;1;4154;0;18;9;11;6;42;51;50;50
1682,137;11974;186;0;0;0;251;2806;1;4154;0;18;9;11;6;42;51;50;50
1682,387;11975;197;0;0;0;236;2807;1;4154;0;18;9;11;6;42;51;50;50
1682,636;11976;196;0;0;0;239;2808;0;4154;0;18;9;11;6;42;53;25;25
1682,886;11975;190;0;0;0;236;2808;0;4154;0;18;9;11;6;42;53;25;25
1683,136;11975;189;0;0;0;244;2809;0;4154;0;18;9;11;6;42;53;25;25
1683,385;11976;195;0;0;0;246;2809;0;4153;0;18;9;11;6;42;54;0;0
1683,635;11976;196;0;0;0;242;2810;1;4153;0;18;9;11;6;42;54;0;0
1683,884;11974;189;0;0;0;235;2811;1;4153;0;18;9;11;6;42;54;0;0
1684,134;11976;197;0;0;0;244;2811;1;4153;0;18;9;11;6;42;54;0;0
1684,384;11976;196;0;0;0;239;2812;1;4153;0;18;9;11;6;42;54;0;0
1684,633;11974;189;0;0;0;238;2812;2;4153;0;18;9;11;6;42;54;0;0
1684,883;11975;189;0;0;0;237;2813;0;4153;0;18;9;11;6;42;55;50;50
1685,132;11976;196;0;0;0;236;2814;0;4153;0;18;9;11;6;42;55;50;50
1685,382;11976;196;0;0;0;238;2814;0;4153;0;18;9;11;6;42;55;50;50
1685,632;11975;189;0;0;0;231;2815;0;4153;0;18;9;11;6;42;55;50;50
1685,881;11976;196;0;0;0;236;2815;1;4153;0;18;9;11;6;42;56;50;50
1686,131;11977;197;0;0;0;238;2816;1;4153;0;18;9;11;6;42;56;50;50
1686,38;11974;189;0;0;0;243;2816;1;4153;0;18;9;11;6;42;56;50;50
1686,63;11975;189;0;0;0;242;2817;1;4153;0;18;9;11;6;42;56;50;50
1686,88;11976;195;0;0;0;247;2818;2;4153;0;18;9;11;6;42;56;50;50
1687,129;11976;196;0;0;0;253;2818;2;4153;0;18;9;11;6;42;56;50;50
1687,379;11975;190;0;0;0;249;2819;2;4153;0;18;9;11;6;42;56;50;50
1687,628;11975;189;0;0;0;239;2820;0;4153;0;18;9;11;6;42;58;0;0
1687,878;11976;196;0;0;0;243;2820;0;4153;0;18;9;11;6;42;58;0;0
1688,128;11974;188;0;0;0;251;2821;0;4153;0;18;9;11;6;42;58;0;0
1688,377;11974;189;0;0;0;240;2821;0;4152;0;18;9;11;6;42;59;0;0
1688,627;11976;196;0;0;0;242;2822;1;4152;0;18;9;11;6;42;59;0;0
1688,876;11976;196;0;0;0;250;2823;1;4152;0;18;9;11;6;42;59;0;0
1689,126;11974;189;0;0;0;252;2823;0;4152;0;18;9;11;6;42;59;75;75
1689,376;11975;194;0;0;0;256;2824;0;4152;0;18;9;11;6;42;59;75;75
1689,625;11976;195;0;0;0;250;2825;0;4152;0;18;9;11;6;42;59;75;75
1689,875;11974;187;0;0;0;263;2825;0;4152;0;18;9;11;6;42;59;75;75
1690,124;11974;188;0;0;0;251;2826;1;4152;0;18;9;11;6;42;59;75;75
1690,374;11976;195;0;0;0;252;2826;1;4152;0;18;9;11;6;42;59;75;75
1690,624;11976;195;0;0;0;254;2827;1;4152;0;18;9;11;6;42;59;75;75
1690,873;11974;188;0;0;0;247;2828;1;4150;0;18;9;11;6;43;1;50;50
1691,123;11975;193;0;0;0;252;2828;2;4150;0;18;9;11;6;43;1;50;50
1691,372;11976;195;0;0;0;253;2829;0;4150;0;18;9;11;6;43;2;0;0
1691,622;11976;194;0;0;0;254;2830;0;4150;0;18;9;11;6;43;2;0;0
1691,872;11974;187;0;0;0;263;2830;0;4150;0;18;9;11;6;43;2;0;0
1692,121;11976;195;0;0;0;252;2831;0;4150;0;18;9;11;6;43;2;0;0
1692,371;11975;191;0;0;0;252;2832;1;4150;0;18;9;11;6;43;2;0;0
1692,62;11975;187;0;0;0;264;2832;1;4150;0;18;9;11;6;43;2;0;0
1692,87;11975;187;0;0;0;254;2833;1;4150;0;18;9;11;6;43;2;0;0
1693,12;11975;192;0;0;0;256;2833;1;4150;0;18;9;11;6;43;2;0;0
1693,369;11975;187;0;0;0;261;2834;2;4149;0;18;9;11;6;43;4;0;0
1693,619;11975;187;0;0;0;253;2835;2;4149;0;18;9;11;6;43;4;0;0
1693,868;11976;194;0;0;0;257;2835;0;4149;0;18;9;11;6;43;4;25;25
1694,118;11975;192;0;0;0;253;2836;0;4149;0;18;9;11;6;43;4;75;75
1694,368;11974;186;0;0;0;253;2837;0;4149;0;18;9;11;6;43;4;75;75
1694,617;11975;187;0;0;0;263;2837;0;4149;0;18;9;11;6;43;4;75;75
1694,867;11975;194;0;0;0;258;2838;0;4149;0;18;9;11;6;43;4;75;75
1695,116;11974;185;0;0;0;264;2839;1;4149;0;18;9;11;6;43;4;75;75
1695,366;11974;186;0;0;0;260;2839;1;4149;0;18;9;11;6;43;4;75;75
1695,616;11976;194;0;0;0;250;2840;1;4149;0;18;9;11;6;43;4;75;75
1695,865;11976;193;0;0;0;253;2840;0;4148;0;18;9;11;6;43;6;50;50
1696,115;11974;186;0;0;0;255;2841;0;4148;0;18;9;11;6;43;6;50;50
1696,364;11976;194;0;0;0;253;2842;0;4148;0;18;9;11;6;43;6;50;50
1696,614;11976;194;0;0;0;248;2842;0;4148;0;18;9;11;6;43;6;50;50
1696,864;11974;186;0;0;0;255;2843;1;4148;0;18;9;11;6;43;6;50;50
1697,113;11974;186;0;0;0;249;2844;1;4148;0;18;9;11;6;43;6;50;50
1697,363;11975;188;0;0;0;254;2844;0;4148;0;18;9;11;6;43;7;75;75
1697,612;11976;194;0;0;0;250;2845;0;4148;0;18;9;11;6;43;7;75;75
1697,862;11975;186;0;0;0;255;2846;0;4148;0;18;9;11;6;43;8;50;50
1698,112;11975;193;0;0;0;252;2846;0;4148;0;18;9;11;6;43;8;50;50
1698,361;11976;192;0;0;0;239;2847;0;4146;0;18;9;11;6;43;9;0;0
1698,611;11976;192;0;0;0;252;2847;0;4146;0;18;9;11;6;43;9;0;0
1698,86;11975;186;0;0;0;247;2848;1;4146;0;18;9;11;6;43;9;0;0
1699,11;11976;194;0;0;0;249;2849;1;4146;0;18;9;11;6;43;9;0;0
1699,36;11976;193;0;0;0;253;2849;1;4146;0;18;9;11;6;43;9;0;0
1699,609;11975;186;0;0;0;247;2850;1;4146;0;18;9;11;6;43;9;0;0
1699,859;11976;193;0;0;0;247;2851;2;4146;0;18;9;11;6;43;9;0;0
1700,108;11976;193;0;0;0;252;2851;0;4146;0;18;9;11;6;43;10;75;75
1700,358;11975;186;0;0;0;256;2852;0;4146;0;18;9;11;6;43;10;75;75
1700,608;11975;186;0;0;0;254;2852;0;4146;0;18;9;11;6;43;10;75;75
1700,857;11976;193;0;0;0;248;2853;0;4145;0;18;9;11;6;43;11;50;50
1701,107;11976;192;0;0;0;253;2854;1;4145;0;18;9;11;6;43;11;50;50
1701,356;11974;185;0;0;0;253;2854;1;4145;0;18;9;11;6;43;11;50;50
1701,606;11974;183;0;0;0;260;2855;1;4145;0;18;9;11;6;43;11;50;50
1701,856;11976;192;0;0;0;256;2856;1;4145;0;18;9;11;6;43;11;50;50
1702,105;11975;185;0;0;0;254;2856;2;4145;0;18;9;11;6;43;11;50;50
1702,355;11975;185;0;0;0;255;2857;0;4145;0;18;9;11;6;43;12;75;75
1702,604;11976;190;0;0;0;264;2858;0;4145;0;18;9;11;6;43;12;75;75
1702,854;11976;192;0;0;0;252;2858;0;4145;0;18;9;11;6;43;12;75;75
1703,104;11975;185;0;0;0;251;2859;0;4145;0;18;9;11;6;43;12;75;75
1703,353;11975;192;0;0;0;250;2859;0;4144;0;18;9;11;6;43;14;0;0
1703,603;11975;189;0;0;0;243;2860;0;4144;0;18;9;11;6;43;14;0;0
1703,852;11974;185;0;0;0;247;2861;0;4144;0;18;9;11;6;43;14;0;0
1704,102;11974;185;0;0;0;240;2861;0;4144;0;18;9;11;6;43;14;0;0
1704,352;11976;193;0;0;0;241;2862;1;4144;0;18;9;11;6;43;14;0;0
1704,601;11976;190;0;0;0;238;2863;0;4144;0;18;9;11;6;43;15;0;0
1704,851;11974;184;0;0;0;238;2863;0;4144;0;18;9;11;6;43;15;0;0
1705,1;11976;191;0;0;0;244;2864;0;4144;0;18;9;11;6;43;15;0;0
1705,35;11975;191;0;0;0;250;2864;0;4144;0;18;9;11;6;43;15;0;0
1705,6;11976;190;0;0;0;250;2865;0;4144;0;18;9;11;6;43;16;25;25
1705,849;11974;184;0;0;0;250;2866;0;4142;0;18;9;11;6;43;16;50;50
1706,099;11976;191;0;0;0;241;2866;0;4142;0;18;9;11;6;43;16;50;50
1706,348;11976;191;0;0;0;241;2867;0;4142;0;18;9;11;6;43;16;50;50
1706,598;11974;184;0;0;0;239;2867;0;4142;0;18;9;11;6;43;17;25;25
1706,848;11975;189;0;0;0;242;2868;0;4142;0;18;9;11;6;43;17;25;25
1707,097;11976;191;0;0;0;242;2869;0;4142;0;18;9;11;6;43;17;25;25
1707,347;11974;184;0;0;0;242;2869;0;4142;0;18;9;11;6;43;17;25;25
1707,596;11975;184;0;0;0;240;2870;1;4142;0;18;9;11;6;43;17;25;25
1707,846;11976;191;0;0;0;233;2870;1;4142;0;18;9;11;6;43;17;25;25
1708,096;11975;190;0;0;0;233;2871;1;4142;0;18;9;11;6;43;17;25;25
1708,345;11974;183;0;0;0;242;2872;1;4141;0;18;9;11;6;43;19;0;0
1708,595;11975;184;0;0;0;247;2872;2;4141;0;18;9;11;6;43;19;0;0
1708,844;11976;190;0;0;0;245;2873;0;4141;0;18;9;11;6;43;19;50;50
1709,094;11974;183;0;0;0;247;2873;0;4141;0;18;9;11;6;43;19;50;50
1709,344;11974;183;0;0;0;240;2874;0;4141;0;18;9;11;6;43;19;50;50
1709,593;11976;191;0;0;0;243;2875;0;4141;0;18;9;11;6;43;20;25;25
